"id","study_id","user","comments","submitted_date","last_updated","type","exclusion_reason","exclusion"
"264","10","TS",,"2025-02-25 12:21:38","2025-02-25 12:21:38","fulltext",NULL,"0"
"265","13","TS",,"2025-02-25 14:42:52","2025-02-25 14:42:52","fulltext",NULL,"0"
"266","18","TS",,"2025-02-25 15:22:18","2025-02-25 15:22:18","fulltext",NULL,"0"
"267","21","SN",,"2025-03-04 11:15:45","2025-03-04 11:15:45","fulltext",NULL,"0"
"268","22","SN","Seems like all studies have crossover design. But they also have pre- and post values for each comparison to be compared, so it should match the criteria.","2025-03-04 11:20:10","2025-03-04 11:20:10","fulltext",NULL,"0"
"269","2","JM","Not extremely clear on pre-post measures but include at abstract level","2025-03-12 19:01:09","2025-03-12 19:01:09","abstract",NULL,"0"
"270","3","JM","I&#039;m unclear as to whether there are group comparisons or pre to post design for an intervention so I chose to exclude","2025-03-12 19:04:07","2025-03-12 19:04:07","abstract","No group comparison","1"
"271","4","JM",,"2025-03-12 19:04:44","2025-03-12 19:04:44","abstract",NULL,"0"
"272","11","JM",,"2025-03-12 19:05:17","2025-03-12 19:05:17","abstract","No exercise intervention","1"
"273","12","JM",,"2025-03-12 19:05:50","2025-03-12 19:05:50","abstract","No exercise intervention","1"
"274","16","JM",,"2025-03-12 19:07:10","2025-03-12 19:07:10","abstract",NULL,"0"
"275","20","JM",,"2025-03-12 19:12:09","2025-03-12 19:12:09","abstract",NULL,"0"
"276","30","JM",,"2025-03-12 19:12:48","2025-03-12 19:12:48","abstract","No exercise intervention","1"
"277","33","JM",,"2025-03-12 19:13:14","2025-03-12 19:13:14","abstract",NULL,"0"
"278","36","JM",,"2025-03-12 19:15:24","2025-03-12 19:15:24","abstract",NULL,"0"
"279","41","JM",,"2025-03-12 19:15:50","2025-03-12 19:15:50","abstract",NULL,"0"
"280","42","JM",,"2025-03-12 19:16:27","2025-03-12 19:16:27","abstract",NULL,"0"
"281","43","JM",,"2025-03-12 19:17:14","2025-03-12 19:17:14","abstract",NULL,"0"
"282","44","JM",,"2025-03-12 19:17:48","2025-03-12 19:17:48","abstract",NULL,"0"
"283","45","JM",,"2025-03-12 19:21:44","2025-03-12 19:21:44","abstract",NULL,"0"
"284","46","JM","Not clear whether there was a pre post intervention (I know it says experimental studies) so will include but need to look at the full-text stage","2025-03-12 19:23:15","2025-03-12 19:23:15","abstract",NULL,"0"
"285","47","JM",,"2025-03-12 19:24:10","2025-03-12 19:24:10","abstract",NULL,"0"
"286","48","JM",,"2025-03-12 19:25:29","2025-03-12 19:25:29","abstract","No exercise intervention","1"
"287","49","JM","Unclear on whether there was definitely pre-post measures rather than just a comparison of AT-BFR and BFR but would review again at full-text phase","2025-03-12 19:30:48","2025-03-12 19:30:48","abstract",NULL,"0"
"288","50","JM",,"2025-03-12 19:31:39","2025-03-12 19:31:39","abstract",NULL,"0"
"289","51","JM",,"2025-03-12 19:34:49","2025-03-12 19:34:49","abstract",NULL,"0"
"290","52","JM",,"2025-03-12 19:36:01","2025-03-12 19:36:01","abstract",NULL,"0"
"291","53","JM","The main intervention seems to be photobiomodulation so I would exclude based on that?","2025-03-12 19:39:00","2025-03-12 19:39:00","abstract","No exercise intervention","1"
"292","54","JM","It does say &quot;the small number of experimental studies&quot; but it is not clear if this is a pre-post intervention. I would like to review at full text stage","2025-03-12 19:40:46","2025-03-12 19:40:46","abstract",NULL,"0"
"293","55","JM",,"2025-03-12 19:41:06","2025-03-12 19:41:06","abstract",NULL,"0"
"294","56","JM",,"2025-03-12 19:41:44","2025-03-12 19:41:44","abstract",NULL,"0"
"295","57","JM",,"2025-03-12 19:42:53","2025-03-12 19:42:53","abstract","No pre-post design","1"
"296","58","JM","Not entirely sure about pre post measures as it talks about group comparisons mostly but would like to review at full text stage","2025-03-12 19:44:13","2025-03-12 19:44:13","abstract",NULL,"0"
"297","59","JM",,"2025-03-12 19:44:42","2025-03-12 19:44:42","abstract","No exercise intervention","1"
"298","60","JM",,"2025-03-12 19:45:42","2025-03-12 19:45:42","abstract",NULL,"0"
"299","61","JM",,"2025-03-12 19:46:24","2025-03-12 19:46:24","abstract",NULL,"0"
"300","62","JM",,"2025-03-12 19:46:58","2025-03-12 19:46:58","abstract",NULL,"0"
"301","63","JM",,"2025-03-12 19:55:57","2025-03-12 19:55:57","abstract",NULL,"0"
"302","64","JM",,"2025-03-12 19:56:27","2025-03-12 19:56:27","abstract",NULL,"0"
"303","65","JM",,"2025-03-12 19:57:16","2025-03-12 19:57:16","abstract",NULL,"0"
"304","66","JM",,"2025-03-12 19:57:49","2025-03-12 19:57:49","abstract","No exercise intervention","1"
"305","67","JM",,"2025-03-12 19:58:08","2025-03-12 19:58:08","abstract","No exercise intervention","1"
"306","68","JM",,"2025-03-12 19:58:22","2025-03-12 19:58:22","abstract",NULL,"0"
"307","69","JM",,"2025-03-12 19:58:39","2025-03-12 19:58:39","abstract","No exercise intervention","1"
"308","70","JM",,"2025-03-12 19:58:53","2025-03-12 19:58:53","abstract","No exercise intervention","1"
"309","71","JM",,"2025-03-12 19:59:14","2025-03-12 19:59:14","abstract","No exercise intervention","1"
"310","72","JM",,"2025-03-12 19:59:52","2025-03-12 19:59:52","abstract","No exercise intervention","1"
"311","73","JM",,"2025-03-12 20:00:52","2025-03-12 20:00:52","abstract","No group comparison","1"
"312","74","JM",,"2025-03-12 20:01:14","2025-03-12 20:01:14","abstract","No exercise intervention","1"
"313","75","JM",,"2025-03-12 20:01:41","2025-03-12 20:01:41","abstract",NULL,"0"
"314","76","JM",,"2025-03-12 20:02:35","2025-03-12 20:02:35","abstract","No exercise intervention","1"
"315","77","JM",,"2025-03-12 20:03:04","2025-03-12 20:03:04","abstract",NULL,"0"
"316","78","JM","There were interventions but not exercise interventions: transcranial direct current stimulation, person-fit, mindfulness, glucose supplementation, caffeine mouth rinsing, and nature exposure
Outcomes were related to exercise","2025-03-12 20:04:25","2025-03-12 20:04:25","abstract","No exercise intervention","1"
"317","79","JM",,"2025-03-12 20:04:43","2025-03-12 20:04:43","abstract",NULL,"0"
"318","80","JM",,"2025-03-12 20:05:20","2025-03-12 20:05:20","abstract",NULL,"0"
"319","81","JM",,"2025-03-12 20:05:39","2025-03-12 20:05:39","abstract","No exercise intervention","1"
"320","82","JM",,"2025-03-12 20:06:01","2025-03-12 20:06:01","abstract",NULL,"0"
"321","83","JM",,"2025-03-12 20:10:22","2025-03-12 20:10:22","abstract",NULL,"0"
"322","84","JM",,"2025-03-12 20:10:45","2025-03-12 20:10:45","abstract","No exercise intervention","1"
"323","85","JM",,"2025-03-12 20:11:21","2025-03-12 20:11:21","abstract",NULL,"0"
"324","86","JM",,"2025-03-12 20:12:05","2025-03-12 20:12:05","abstract",NULL,"0"
"325","87","JM",,"2025-03-12 20:12:20","2025-03-12 20:12:20","abstract",NULL,"0"
"326","88","JM","Unclear if there were group comparisons so would need to check at full text level but hits other criteria","2025-03-12 20:13:34","2025-03-12 20:13:34","abstract",NULL,"0"
"327","89","JM",,"2025-03-12 20:13:51","2025-03-12 20:13:51","abstract","No exercise intervention","1"
"328","90","JM",,"2025-03-12 20:14:32","2025-03-12 20:14:32","abstract",NULL,"0"
"329","91","JM",,"2025-03-12 20:15:06","2025-03-12 20:15:06","abstract","No exercise intervention","1"
"330","92","JM",,"2025-03-12 20:15:22","2025-03-12 20:15:22","abstract",NULL,"0"
"331","93","JM",,"2025-03-12 20:15:45","2025-03-12 20:15:45","abstract","No exercise intervention","1"
"332","94","JM",,"2025-03-12 20:16:14","2025-03-12 20:16:14","abstract","No exercise intervention","1"
"333","95","JM",,"2025-03-12 20:16:48","2025-03-12 20:16:48","abstract",NULL,"0"
"334","96","JM",,"2025-03-12 20:17:21","2025-03-12 20:17:21","abstract",NULL,"0"
"335","97","JM",,"2025-03-12 20:17:37","2025-03-12 20:17:37","abstract",NULL,"0"
"336","98","JM",,"2025-03-12 20:17:59","2025-03-12 20:17:59","abstract","No exercise intervention","1"
"337","99","JM",,"2025-03-12 20:18:15","2025-03-12 20:18:15","abstract",NULL,"0"
"338","100","JM",,"2025-03-12 20:18:42","2025-03-12 20:18:42","abstract","No exercise intervention","1"
"339","101","JM",,"2025-03-12 20:19:22","2025-03-12 20:19:22","abstract",NULL,"0"
"340","102","JM",,"2025-03-12 20:19:32","2025-03-12 20:19:32","abstract",NULL,"0"
"341","103","JM",,"2025-03-12 20:20:09","2025-03-12 20:20:09","abstract",NULL,"0"
"342","104","JM",,"2025-03-12 20:20:33","2025-03-12 20:20:33","abstract",NULL,"0"
"343","105","JM","Unsure about this one because its technically not an exercise intervention, but the screeening instructions say &quot;psychological intervention programs for sports&quot;","2025-03-12 20:21:54","2025-03-12 20:21:54","abstract",NULL,"0"
"344","106","JM",,"2025-03-12 20:22:20","2025-03-12 20:22:20","abstract",NULL,"0"
"345","107","JM",,"2025-03-12 20:22:44","2025-03-12 20:22:44","abstract","No exercise intervention","1"
"346","108","JM",,"2025-03-12 20:23:20","2025-03-12 20:23:20","abstract","No exercise intervention","1"
"347","109","JM",,"2025-03-12 20:23:40","2025-03-12 20:23:40","abstract",NULL,"0"
"348","2","TS",,"2025-03-14 16:27:56","2025-03-14 16:27:56","fulltext",NULL,"0"
"349","4","TS",,"2025-03-14 20:18:39","2025-03-14 20:18:39","fulltext",NULL,"0"
"350","16","TS",,"2025-03-14 20:33:23","2025-03-14 20:33:23","fulltext",NULL,"0"
"351","110","JM","Exercise outcomes but not a specific exercise intervention","2025-03-14 22:29:51","2025-03-14 22:29:51","abstract","No exercise intervention","1"
"352","111","JM",,"2025-03-14 22:30:25","2025-03-14 22:30:25","abstract",NULL,"0"
"353","112","JM",,"2025-03-14 22:30:53","2025-03-14 22:30:53","abstract","No exercise intervention","1"
"354","113","JM",,"2025-03-14 22:31:03","2025-03-14 22:31:03","abstract",NULL,"0"
"355","114","JM",,"2025-03-14 22:35:37","2025-03-14 22:35:37","abstract",NULL,"0"
"356","115","JM",,"2025-03-14 22:36:22","2025-03-14 22:36:22","abstract",NULL,"0"
"357","116","JM","meta-review not a meta-analysis","2025-03-14 22:36:59","2025-03-14 22:36:59","abstract","No meta-analysis","1"
"358","117","JM",,"2025-03-14 22:37:28","2025-03-14 22:37:28","abstract",NULL,"0"
"359","118","JM",,"2025-03-14 22:37:47","2025-03-14 22:37:47","abstract","No exercise intervention","1"
"360","119","JM",,"2025-03-14 22:38:04","2025-03-14 22:38:04","abstract",NULL,"0"
"361","120","JM",,"2025-03-14 22:39:03","2025-03-14 22:39:03","abstract",NULL,"0"
"362","121","JM",,"2025-03-14 22:41:59","2025-03-14 22:41:59","abstract","No exercise intervention","1"
"363","122","JM",,"2025-03-14 22:42:32","2025-03-14 22:42:32","abstract",NULL,"0"
"364","123","JM",,"2025-03-14 22:43:56","2025-03-14 22:43:56","abstract","No exercise intervention","1"
"365","124","JM",,"2025-03-14 22:44:23","2025-03-14 22:44:23","abstract","No exercise intervention","1"
"366","125","JM",,"2025-03-14 22:44:52","2025-03-14 22:44:52","abstract","No exercise intervention","1"
"367","126","JM",,"2025-03-14 22:45:27","2025-03-14 22:45:27","abstract",NULL,"0"
"368","127","JM",,"2025-03-14 22:45:54","2025-03-14 22:45:54","abstract","No exercise intervention","1"
"369","128","JM",,"2025-03-14 22:48:25","2025-03-14 22:48:25","abstract",NULL,"0"
"370","129","JM",,"2025-03-14 22:48:50","2025-03-14 22:48:50","abstract",NULL,"0"
"371","130","JM",,"2025-03-14 22:49:05","2025-03-14 22:49:05","abstract","No exercise intervention","1"
"372","131","JM",,"2025-03-14 22:50:00","2025-03-14 22:50:00","abstract",NULL,"0"
"373","132","JM",,"2025-03-14 22:50:20","2025-03-14 22:50:20","abstract",NULL,"0"
"374","133","JM",,"2025-03-14 22:51:06","2025-03-14 22:51:06","abstract","No exercise intervention","1"
"375","134","JM",,"2025-03-14 22:51:37","2025-03-14 22:51:37","abstract",NULL,"0"
"376","135","JM","I would include for now but pre to post measures not reported - potentially strength and range of motion? Would have to see full text","2025-03-14 22:54:03","2025-03-14 22:54:03","abstract",NULL,"0"
"377","136","JM",,"2025-03-14 22:54:16","2025-03-14 22:54:16","abstract",NULL,"0"
"378","137","JM",,"2025-03-14 22:54:43","2025-03-14 22:54:43","abstract",NULL,"0"
"379","138","JM",,"2025-03-14 22:55:16","2025-03-14 22:55:16","abstract","No exercise intervention","1"
"380","139","JM",,"2025-03-14 22:55:30","2025-03-14 22:55:30","abstract",NULL,"0"
"381","140","JM",,"2025-03-14 22:55:45","2025-03-14 22:55:45","abstract",NULL,"0"
"382","19","TS","Criteria are fulfilled, but it is a special kind of Meta Analysis","2025-03-18 11:04:24","2025-03-18 11:04:24","fulltext",NULL,"0"
"383","20","TS",,"2025-03-18 11:11:50","2025-03-18 11:11:50","fulltext","No exercise intervention","1"
"384","22","TS",,"2025-03-18 11:48:05","2025-03-18 11:48:05","fulltext",NULL,"0"
"385","23","TS",,"2025-03-18 11:52:21","2025-03-18 11:52:21","fulltext","No group comparison","1"
"386","25","TS",,"2025-03-18 12:08:14","2025-03-18 12:08:14","fulltext",NULL,"0"
"387","26","TS",,"2025-03-18 14:13:24","2025-03-18 14:13:24","fulltext",NULL,"0"
"388","141","JM",,"2025-03-19 10:40:00","2025-03-19 10:40:00","abstract","No exercise intervention","1"
"389","142","JM",,"2025-03-19 10:40:40","2025-03-19 10:40:40","abstract",NULL,"0"
"390","143","JM",,"2025-03-19 10:41:22","2025-03-19 10:41:22","abstract","No exercise intervention","1"
"391","144","JM",,"2025-03-19 10:48:17","2025-03-19 10:48:17","abstract",NULL,"0"
"392","145","JM",,"2025-03-19 10:48:28","2025-03-19 10:48:28","abstract",NULL,"0"
"393","146","JM",,"2025-03-19 10:54:39","2025-03-19 10:54:39","abstract",NULL,"0"
"394","147","JM",,"2025-03-19 10:55:31","2025-03-19 10:55:31","abstract",NULL,"0"
"395","148","JM",,"2025-03-19 10:55:48","2025-03-19 10:55:48","abstract",NULL,"0"
"396","149","JM",,"2025-03-19 10:56:06","2025-03-19 10:56:06","abstract",NULL,"0"
"397","150","JM","Not sure about this one - is there an exercise intervention - need to check full text","2025-03-19 10:57:01","2025-03-19 10:57:01","abstract",NULL,"0"
"398","151","JM",,"2025-03-19 13:31:45","2025-03-19 13:31:45","abstract",NULL,"0"
"399","152","JM",,"2025-03-19 13:35:30","2025-03-19 13:35:30","abstract",NULL,"0"
"400","153","JM",,"2025-03-19 13:42:25","2025-03-19 13:42:25","abstract",NULL,"0"
"401","154","JM",,"2025-03-19 13:43:19","2025-03-19 13:43:19","abstract","No exercise intervention","1"
"402","155","JM",,"2025-03-19 13:43:36","2025-03-19 13:43:36","abstract","No exercise intervention","1"
"403","156","JM",,"2025-03-19 13:44:14","2025-03-19 13:44:14","abstract",NULL,"0"
"404","157","JM",,"2025-03-19 13:44:26","2025-03-19 13:44:26","abstract",NULL,"0"
"405","24","TS",,"2025-03-19 14:35:12","2025-03-19 14:35:12","fulltext",NULL,"0"
"406","28","TS",,"2025-03-19 14:43:34","2025-03-19 14:43:34","fulltext",NULL,"0"
"407","29","TS",,"2025-03-19 15:05:16","2025-03-19 15:05:16","fulltext",NULL,"0"
"408","31","TS",,"2025-03-19 15:27:56","2025-03-19 15:27:56","fulltext",NULL,"0"
"409","158","JM",,"2025-03-19 16:18:47","2025-03-19 16:18:47","abstract",NULL,"0"
"410","159","JM",,"2025-03-19 16:19:05","2025-03-19 16:19:05","abstract",NULL,"0"
"411","160","JM",,"2025-03-19 16:19:18","2025-03-19 16:19:18","abstract",NULL,"0"
"412","161","JM",,"2025-03-19 16:19:44","2025-03-19 16:19:44","abstract",NULL,"0"
"413","162","JM","Would include for now but not 100% clear on the intervention","2025-03-19 16:20:49","2025-03-19 16:20:49","abstract",NULL,"0"
"414","163","JM",,"2025-03-19 16:45:43","2025-03-19 16:45:43","abstract",NULL,"0"
"415","164","JM",,"2025-03-19 16:51:35","2025-03-19 16:51:35","abstract",NULL,"0"
"416","165","JM",,"2025-03-19 16:51:55","2025-03-19 16:51:55","abstract",NULL,"0"
"417","166","JM",,"2025-03-19 16:52:43","2025-03-19 16:52:43","abstract",NULL,"0"
"418","167","JM",,"2025-03-19 17:05:06","2025-03-19 17:05:06","abstract","No exercise intervention","1"
"419","168","JM",,"2025-03-19 17:05:45","2025-03-19 17:05:45","abstract","No exercise intervention","1"
"420","169","JM",,"2025-03-19 17:06:00","2025-03-19 17:06:00","abstract",NULL,"0"
"421","170","JM",,"2025-03-19 17:09:03","2025-03-19 17:09:03","abstract",NULL,"0"
"422","171","JM",,"2025-03-19 17:09:18","2025-03-19 17:09:18","abstract","No exercise intervention","1"
"423","172","JM",,"2025-03-19 17:09:30","2025-03-19 17:09:30","abstract",NULL,"0"
"424","173","JM",,"2025-03-19 17:11:47","2025-03-19 17:11:47","abstract","No exercise intervention","1"
"425","174","JM",,"2025-03-19 17:12:21","2025-03-19 17:12:21","abstract",NULL,"0"
"426","175","JM","Based on screening instructions, I would not define this as an exercise intervention although there are exercise outcomes","2025-03-19 17:13:38","2025-03-19 17:13:38","abstract","No exercise intervention","1"
"427","176","JM",,"2025-03-19 17:13:52","2025-03-19 17:13:52","abstract","No exercise intervention","1"
"428","177","JM",,"2025-03-19 17:14:14","2025-03-19 17:14:14","abstract",NULL,"0"
"429","178","JM",,"2025-03-19 17:14:39","2025-03-19 17:14:39","abstract",NULL,"0"
"430","179","JM",,"2025-03-19 17:15:16","2025-03-19 17:15:16","abstract",NULL,"0"
"431","180","JM","Not clear on the group comparison but would include for now","2025-03-19 17:16:45","2025-03-19 17:16:45","abstract",NULL,"0"
"432","181","JM",,"2025-03-19 17:17:19","2025-03-19 17:17:19","abstract",NULL,"0"
"433","182","JM",,"2025-03-19 17:18:05","2025-03-19 17:18:05","abstract",NULL,"0"
"434","183","JM",,"2025-03-19 17:18:37","2025-03-19 17:18:37","abstract",NULL,"0"
"435","184","JM",,"2025-03-19 17:18:46","2025-03-19 17:18:46","abstract",NULL,"0"
"436","185","JM",,"2025-03-19 17:18:59","2025-03-19 17:18:59","abstract","No exercise intervention","1"
"437","186","JM",,"2025-03-19 17:19:15","2025-03-19 17:19:15","abstract",NULL,"0"
"438","187","JM",,"2025-03-19 17:19:33","2025-03-19 17:19:33","abstract","No exercise intervention","1"
"439","188","JM",,"2025-03-19 17:19:46","2025-03-19 17:19:46","abstract","No exercise intervention","1"
"440","189","JM",,"2025-03-19 17:21:44","2025-03-19 17:21:44","abstract",NULL,"0"
"441","190","JM",,"2025-03-19 17:22:02","2025-03-19 17:22:02","abstract",NULL,"0"
"442","191","JM",,"2025-03-19 18:08:27","2025-03-19 18:08:27","abstract","No exercise intervention","1"
"443","192","JM",,"2025-03-19 18:11:18","2025-03-19 18:11:18","abstract",NULL,"0"
"444","193","JM",,"2025-03-19 18:11:29","2025-03-19 18:11:29","abstract",NULL,"0"
"445","194","JM",,"2025-03-19 18:11:43","2025-03-19 18:11:43","abstract",NULL,"0"
"446","195","JM",,"2025-03-19 18:12:05","2025-03-19 18:12:05","abstract","No exercise intervention","1"
"447","196","JM",,"2025-03-19 18:12:25","2025-03-19 18:12:25","abstract","No exercise intervention","1"
"448","197","JM",,"2025-03-19 18:12:38","2025-03-19 18:12:38","abstract",NULL,"0"
"449","198","JM",,"2025-03-19 18:12:57","2025-03-19 18:12:57","abstract","No exercise intervention","1"
"450","199","JM",,"2025-03-19 18:13:12","2025-03-19 18:13:12","abstract","No exercise intervention","1"
"451","200","JM",,"2025-03-19 18:13:29","2025-03-19 18:13:29","abstract",NULL,"0"
"452","201","JM","I do think this falls under screening instructions for exercise intervention (&quot;psychological intervention programs for sports&quot;) but then makes me wonder should I have included other abstracts that didnt directly have an exercise intervention but it impacted an exercise outcome","2025-03-19 18:14:59","2025-03-19 18:14:59","abstract",NULL,"0"
"453","202","JM",,"2025-03-19 18:15:34","2025-03-19 18:15:34","abstract",NULL,"0"
"454","203","JM","Need to check for the comparison properly in the full text","2025-03-19 18:16:24","2025-03-19 18:16:24","abstract",NULL,"0"
"455","204","JM","Comparison unclear - need to review full text","2025-03-19 18:17:06","2025-03-19 18:17:06","abstract",NULL,"0"
"456","205","JM",,"2025-03-19 18:17:56","2025-03-19 18:17:56","abstract","No group comparison","1"
"457","206","JM",,"2025-03-19 18:18:11","2025-03-19 18:18:11","abstract",NULL,"0"
"458","207","JM",,"2025-03-19 18:21:13","2025-03-19 18:21:13","abstract","No exercise intervention","1"
"459","208","JM",,"2025-03-19 18:21:29","2025-03-19 18:21:29","abstract","No pre-post design","1"
"460","209","JM",,"2025-03-19 18:21:46","2025-03-19 18:21:46","abstract",NULL,"0"
"461","32","TS","group comparison of multiple conditions to the same control condition","2025-03-21 07:51:22","2025-03-21 07:51:22","fulltext",NULL,"0"
"462","26","SN",,"2025-03-24 19:20:49","2025-03-24 19:20:49","fulltext",NULL,"0"
"463","23","SN","This meta-analysis investigates interventions (i.e., studies with pre-post design), but it focuses on intervention adherence and not on intervention outcomes. Therefore the investigated parameter is not measured twice but only once.","2025-03-24 19:25:03","2025-03-24 19:25:03","fulltext","No pre-post design","1"
"464","24","SN","matches criteria, but probably not possible to reanalyze because of missing forest plots/individual study extraction data in article and supplementary materials","2025-03-24 19:29:42","2025-03-24 19:29:42","fulltext",NULL,"0"
"465","25","SN",,"2025-03-24 19:32:19","2025-03-24 19:32:19","fulltext",NULL,"0"
"466","28","SN",,"2025-03-24 19:34:47","2025-03-24 19:34:47","fulltext",NULL,"0"
"467","29","SN",,"2025-03-24 19:36:00","2025-03-24 19:36:00","fulltext",NULL,"0"
"468","31","SN",,"2025-03-24 19:37:08","2025-03-24 19:37:08","fulltext",NULL,"0"
"469","32","SN",,"2025-03-24 19:39:16","2025-03-24 19:39:16","fulltext",NULL,"0"
"470","33","SN","two border cases here: 1. The intervention is a rather a nutrition intervention for exercise than an exercise intervention. But I understand the criterion of exercise intervention as rather broad. 2. The design is not directly pre-post but cross-over. The instruction says that cross-over design should be included.","2025-03-24 19:44:37","2025-03-24 19:44:37","fulltext",NULL,"0"
"471","34","SN",,"2025-03-24 19:46:06","2025-03-24 19:46:06","fulltext",NULL,"0"
"472","35","SN","This one is challenging. It matches all the inclusion criteria, but compares the variance of intervention effects instead of the mean effects. This means it does not fit the research purpose. Since it still perfectly matches the criteria, I decide to include it, but I strongly suggest to exclude it later during data extraction. Maybe we need to create a new exclusion category of articles excluded during extraction due to reasons not covered by the screening.","2025-03-24 19:51:10","2025-03-24 19:51:10","fulltext",NULL,"0"
"473","36","SN","This is a nutrition intervention for exercise, but not an exercise intervention. I understand this criterion as rather loose, so I would still include the study. The reanalysis may be challenging due to the Bayesian framework.","2025-03-24 19:55:40","2025-03-24 19:55:40","fulltext",NULL,"0"
"474","38","SN",,"2025-03-24 19:58:23","2025-03-24 19:58:23","fulltext",NULL,"0"
"475","39","SN","Not directly an exercise intervention in the strict sense but still meets the scope for me.","2025-03-24 20:00:26","2025-03-24 20:00:26","fulltext",NULL,"0"
"476","40","SN",,"2025-03-24 20:02:40","2025-03-24 20:02:40","fulltext",NULL,"0"
"477","2","SN",,"2025-03-26 12:14:43","2025-03-26 12:14:43","fulltext",NULL,"0"
"478","4","SN",,"2025-03-26 12:17:05","2025-03-26 12:17:05","fulltext",NULL,"0"
"479","16","SN","For me this is no exercise intervention (and also not really a group comparison). The study rather investigates the timecourse of physical characteristics following an injury (comparing the injured leg with the uninjured). But I cannot see an intervention in the classical way.","2025-03-26 12:20:51","2025-03-26 12:20:51","fulltext","No exercise intervention","1"
"480","20","SN","Similar to #016 by the same author, I do not consider this an exercise intervention","2025-03-26 12:22:04","2025-03-26 12:22:04","fulltext","No exercise intervention","1"
"481","41","SN","This is a combined nutritional + exercise intervention","2025-03-26 12:25:21","2025-03-26 12:25:21","fulltext",NULL,"0"
"482","42","SN","Okay, this article has three MAs: 1+2 are cross-sectional, they do have only one time point of measurement. MA 3 deals with intervention studies, but only aggregates within group changes for intervention and control groups, respectively, without statistically comparing them. So the MA either has no pre-post design, or has no group comparison.

- Edit: Okay, I realized that only because this MA does not use a statistical model to compare the intervention with the control group does not mean that it should be excluded. In other words, the design matches the designs we are looking for, and that it was not analyzed in a way we are interested in is a problem for data extraction rather than screening. So this may be an article to exclude during extraction.","2025-03-26 12:30:55","2025-03-26 12:33:36","fulltext",NULL,"0"
"483","43","SN",,"2025-03-26 12:35:49","2025-03-26 12:35:49","fulltext",NULL,"0"
"484","44","SN","As far as I can see most studies have no control group, and thus no group comparisons exist. Only within group comparisons (e.g., changes in the intervention group).","2025-03-26 12:39:41","2025-03-26 12:39:41","fulltext","No group comparison","1"
"485","45","SN",,"2025-03-26 12:41:55","2025-03-26 12:41:55","fulltext",NULL,"0"
"486","46","SN","Difficult on different levels. For me the most decisive aspect is that there are no exercise intervention. The interventions are anti-doping programs and the outcome is doping intention. This is of cause related to exercise, but for me not enough to be considered an &quot;exercise intervention&quot;. More a behavioral intervention to impact the susceptibility to cheating.","2025-03-26 12:50:02","2025-03-26 12:50:02","fulltext","No exercise intervention","1"
"487","47","SN","most of the MAs in this article focus on within-group changes, but some also compare intervention groups","2025-03-26 12:52:48","2025-03-26 12:52:48","fulltext",NULL,"0"
"488","49","SN",,"2025-03-26 12:54:23","2025-03-26 12:54:23","fulltext",NULL,"0"
"489","50","SN","Two remarks here: The intervention is a a adjust treatments+exercise, but this is enough for me to be considered an exercise intervention (or a variant hereof). Also, it is not explicitly stated that the baseline values are used for the analysis, but since only RCTs are included and the authors state &quot;Data were extracted for all evaluated timepoints (...)&quot; I consider this to deal with pre-post designs.","2025-03-26 13:01:55","2025-03-26 13:01:55","fulltext",NULL,"0"
"490","51","SN",,"2025-03-26 15:34:34","2025-03-26 15:34:34","fulltext",NULL,"0"
"491","52","SN","Difficult... The first MA in the article only investigates within group changes, so there is no group comparison. The second MA (Fig 4) matches the pre-post group comparison design (though it seems to be cross-over, which still means inclusion. BUT: Fig4 includes multiple comparisons from each study within the analysis with reverted signs, i.e., for one effect size one group is defined as control and the other as intervention, and for the next effect size the group definitions are reverted. This has no direct impact on our research question but certainly invalidates this particular MA.","2025-03-26 15:44:08","2025-03-26 15:44:08","fulltext",NULL,"0"
"492","55","SN","&quot;For the flexibility parameters, pre-intervention and post-intervention values plus standard deviations of the foam rolling and control groups were extracted&quot; seems to be it","2025-03-26 15:45:43","2025-03-26 15:45:43","fulltext",NULL,"0"
"493","56","SN","not exactly clear, but from the forest plot I conclude that the design matches the inclusion criteria","2025-03-26 15:49:54","2025-03-26 15:49:54","fulltext",NULL,"0"
"494","58","SN",,"2025-03-26 15:50:45","2025-03-26 15:50:45","fulltext",NULL,"0"
"495","60","SN","This MA only investigates within-group changes, but no group comparisons","2025-03-26 15:56:08","2025-03-26 15:56:08","fulltext","No group comparison","1"
"496","61","SN",,"2025-03-26 15:58:11","2025-03-26 15:58:11","fulltext",NULL,"0"
"497","62","SN",,"2025-03-26 15:59:54","2025-03-26 15:59:54","fulltext",NULL,"0"
"498","63","SN",,"2025-03-26 16:02:46","2025-03-26 16:02:46","fulltext",NULL,"0"
"499","64","SN","not exactly clear, but from what I understand should match the design.","2025-03-26 16:05:04","2025-03-26 16:05:04","fulltext",NULL,"0"
"500","65","SN","I&#039;m unsure about the analysis type. The design and aim seems to match the pre-post group comparison design. The methods section however sound as if effects were calculated only within groups. But then during the network-MA groups were compared. As the screening criteria still match, I decided to vote for include, but problems may arise during data extraction.","2025-03-26 16:08:56","2025-03-26 16:08:56","fulltext",NULL,"0"
"501","68","SN",,"2025-03-26 16:11:04","2025-03-26 16:11:04","fulltext",NULL,"0"
