"id","doi","title","abstract","name","journal"
"113","doi.org/10.1007/s40279-023-01916-y","Effects of Combined Uphill-Downhill Sprinting Versus Resisted Sprinting Methods on Sprint Performance: A Systematic Review and Meta-analysis.","Two specific sprint training methods that are present to varying degrees in research and practice are combined uphill-downhill sprinting (UDS) and resisted sprint training methods (RS). Both methods seem to improve sprint performance, but to the author's knowledge a comparison does not exist investigating the differences between the two training protocols and traditional sprinting.The present systematic review and meta-analysis investigated sprint performance changes between combined uphill-downhill sprinting and resisted sprinting methods (sleds, cables/bands, vests, uphill) and how these compared with traditional sprinting.A literature search was performed on 19 December 2022, in the databases PubMed, SPORTDiscus, Web of Science and SCOPUS, which from 22 studies yielded a total of 24 eligible groups (UDS, n = 6; RS, n = 18). Studies that measured sprint performance, had a traditional sprinting control, and used either training intervention in healthy individuals of any age for ≥ 4 weeks were eligible for the meta-analysis. The change in sprint performance from baseline to post intervention was compared between the interventions and their traditional sprinting control group. Outcomes were expressed as standardized mean differences (SMD).The standardized changes in sprint performance between intervention groups and traditional-sprinting controls (negative in favour of intervention, positive in favour of traditional sprint) and 95% confidence interval (CI) were as follows: small for UDS (SMD - 0.41 [- 0.79, - 0.03]; p = 0.03), trivial for RS (SMD - 0.14 [- 0.36, 0.07]; p = 0.19).Combined uphill-downhill sprinting was more effective than traditional sprinting, while resisted sprinting was not. It appears that resisted sprint interventions do not increase sprint performance any more than traditional sprinting. Subgroup analysis and meta-regression appear to show differences between sled loads and possible differences across distances tested. The results of this review and meta-analysis seem to warrant further investigations into the possibility that UDS may be a superior sprint training method to resisted and traditional sprinting.© 2023. The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Hamad","Sports medicine (Auckland, N.Z.)"
"114","doi.org/10.1519/JSC.0000000000004570","Effects of Physical Training and Associations Between Physical Performance Characteristics and Golf Performance in Female Players: A Systematic Review With Meta-Analysis.","Robinson, L, Murray, A, Ehlert, A, Wells, J, Jarvis, P, Turner, A, Glover, D, Coughlan, D, Hembrough, R, and Bishop, C. Effects of physical training and associations between physical performance characteristics and golf performance in female players: A systematic review with meta-analysis. J Strength Cond Res 37(12): e646-e655, 2023-The aims of this systematic review were to assess the association between physical performance and measures of golf performance, and the effects of physical training on measures of golf performance, in female golfers. A systematic literature search was conducted in PubMed, SPORTDiscus, Medline, and CINAHL. Inclusion criteria required studies to (a) have conducted a physical training intervention of any duration in female players and determine the effects on measures of golf performance, (b) determine the association between physical performance in at least one test and golf performance in female players, and (c) be peer-reviewed and published in English language. Methodological quality was assessed using a modified version of the Downs and Black Quality Index tool, and heterogeneity was examined through the Q statistic and I2 . Pooled effect sizes were calculated using standardized mean differences (SMDs) (with 95% confidence interval [CI]s) within a random-effects model, with Egger's regression test used to assess small study bias (inclusive of publication bias). Of the 2,378 articles screened, only 9 were included in the final review, with 3 of these being associative by design and 6 being training interventions. From an associative standpoint, clubhead speed (CHS) was reported in all 3 studies and was associated with measures of strength ( r = 0.54), lower-body power ( r = 0.60), upper-body power ( r = 0.56-0.57), and flexibility ( r = 0.52-0.71). When assessing the effects of physical training interventions, CHS was again the most commonly reported golf outcome measure ( n = 5). The random-effect model indicated that CHS significantly improves within each training group following training interventions (SMD = 0.73 [95% CIs: 0.32-1.14], Z = 3.50, p < 0.001), with trivial heterogeneity ( I2 = 0.00%, Q = 0.18; p = 0.9963) and no prevalence of small study bias depicted through the Egger's regression test ( z = -0.28, p = 0.78). From the available research, it seems that CHS can be positively affected from strength, power, and flexibility training interventions. From an associative standpoint, only 3 studies have been conducted solely in female players, with one showcasing questionable methodology. Future research should aim to carefully select test measures which better represent the physical capacities needed for the sport when determining the effects of and relationships with golf performance.Copyright © 2023 National Strength and Conditioning Association.","Robinson","Journal of strength and conditioning research"
"115","doi.org/10.1080/02640414.2024.2312481","Physiological, perceptual, and biomechanical differences between treadmill and overground walking in healthy adults: A systematic review and meta-analysis.","This systematic review and meta-analysis aims to compare physiological, perceptual and biomechanical outcomes between walking on a treadmill and overground surfaces. Five databases (CINAHL, EMBASE, MEDLINE, SPORTDiscus, Web of Science) were searched until September 2022. Included studies needed to be a crossover design comparing biomechanical, physiological, or perceptual measures between motorised-treadmill and overground walking in healthy adults (18-65 years) walking at the same speed (<5% difference). The quality of studies were assessed using a modified Downs and Black Quality Index. Meta-analyses were performed to determine standardised mean difference ± 95% confidence intervals for all main outcome measures. Fifty-five studies were included with 1,005 participants. Relative oxygen consumption (standardised mean difference [95% confidence interval] 0.38 [0.14,0.63]) and cadence (0.22 [0.06,0.38]) are higher during treadmill walking. Whereas stride length (-0.36 [-0.62,-0.11]) and step length (-0.52 [-0.98,-0.06]) are lower during treadmill walking. Most kinetic variables are different between surfaces. The oxygen consumption, spatiotemporal and kinetic differences on the treadmill may be an attempt to increase stability due to the lack of control, discomfort and familiarity on the treadmill. Treadmill construction including surface stiffness and motor power are likely additional constraints that need to be considered and require investigation. This research was supported by an Australian Government Research Training Program (RTP) scholarship. Protocol registration is CRD42020208002 (PROSPERO International Prospective Register of Systematic Reviews) in October 2020.","Vickery-Howe","Journal of sports sciences"
"116","doi.org/10.1080/02640414.2024.2309055","Statistical heterogeneity in meta-analysis of hypertension and exercise training: A meta-review.","We aim to evaluate the prevalence of reporting and the extent of statistical heterogeneity of systematic reviews with meta-analyses (SRMAs) of exercise training for hypertension and to provide practical recommendations for dealing with statistical heterogeneity. We systematically searched on four databases (from 2002 to September of 2023) for SRMAs comparing exercise interventions vs. a non-exercise control on blood pressure (BP) control in adults with hypertension. Fifty-nine SRMAs, with a median of 14 studies, were analysed. Cochran's Q (41%), I2 (24%), forest plots (44%), and particularly τ2 (54%) and prediction intervals (96.6%) frequently were not reported for the hypertension subgroup. The recalculated prediction intervals were discrepant (i.e., crossed the null effect) of significant 95% confidence intervals of most meta-analyses (systolic BP: 65%; diastolic BP: 92%). This suggests substantial heterogeneity across studies, which was often not acknowledged by authors' conclusions (78%). Consequently, downgrading the certainty of the available evidence may be justified alone due to heterogeneity across studies. Finally, we illustrate areas for improving I2 interpretation and provide practical recommendations on how to address statistical heterogeneity across all stages of a SRMA.","Teixeira","Journal of sports sciences"
"117","doi.org/10.1080/02640414.2024.2312052","Skeletal site-specific effects of jump training on bone mineral density in adults: a systematic review and meta-analysis.","Preserving or preventing declines in bone mineral density (BMD) is imperative. As jumping is a high-impact bone-loading action, this meta-analysis evaluated the efficacy of jump training to improve BMD and bone turnover relative to non-jumping controls in men and women > 18 years, following Preferred Reported Items for Systematic Reviews and Meta-Analysis guidelines. PubMed and COCHRANE Library databases were searched until February 2022. Fifteen articles (19 jumping-trials) met the predetermined search criteria. Eighteen trials were included for BMD data (n = 666 participants). There was a significant small-moderate effect of jumping on femoral neck BMD (%mean difference: 95%CI, +1.50%: 0.83%; 2.17%, p < 0.0001), that remained significant after sub-analysis by age for both younger (+1.81%: 0.98%; 2.65%) and older adults (+1.03%: 0.02%; 2.03%). BMD of total hip (+1.26%: 0.56%; 1.96% vs + 0.06%: -0.96%; 1.08%), and trochanter (+0.84%: 0.20%; 1.48% vs -0.16%: -1.08%; 0.76%) increased significantly with jump training only in younger adults and non-significantly at the lumbar spine (+0.84%: -0.02%; 1.7% vs -0.09%: -0.96%; 0.77%) only in younger but not older adults, respectively. The BMD response to jump training appears to be site-specific, with the highest sensitivity at the femoral neck. No dose-response effect suggests moderate certainty of a gain in femoral neck BMD when performing the median jump-load of 50 jumps four times weekly.","Florence","Journal of sports sciences"
"118","doi.org/10.1080/02640414.2024.2309434","The effect of tyrosine supplementation on whole-body endurance performance in physically active population: A systematic review and meta-analysis including GRADE qualification.","Although tyrosine supplementation is well recognized to improve cognitive function, its impact on endurance performance is debatable and needs to be clarified further. The purpose of this systematic review and meta-analysis was to evaluate the effects of tyrosine supplementation on whole-body endurance performance in physically active population. The search strategy follow the Preferred Reporting Items for Systematic Reviews and Meta-Analysis (PRISMA), using four databases (Cochrane Library, Web of Science, Scopus, PsycINFO, and PubMed) until 3 August 2023. The effect of tyrosine (experimental condition) was compared against placebo (control condition). The methodological quality of the included studies was evaluated using the Physiotherapy Evidence Database (PEDro) scale. The Grading of Recommendations Assessment, Development, and Evaluation (GRADE Pro software) System was also used to assess the quality of evidence. A total of 10 interventions from 8 studies were included. The sub-group analysis revealed no significant differences between tyrosine and placebo conditions for time to exhaustion (SMD = 0.02; p = 0.94) and time trial performance (SMD = -0.04; p = 0.85). The level of evidence as qualified with GRADE was moderate. In conclusion, moderate-quality evidence suggests that tyrosine supplementation is ineffective on endurance performance in the physically active population, independently of the endurance task (TTE or ETT).","Solon-Júnior","Journal of sports sciences"
"119","doi.org/10.1080/02640414.2023.2293556","Acute effects of prior conditioning activity on change of direction performance. A systematic review and meta-analysis.","We performed a systematic review and meta-analysis on the acute effects of prior conditioning activity (CA) on change of direction (COD) performance. Eligible studies, involving healthy participants undergoing acute CA with at least one measure of COD performance, were analysed across diverse databases. A total of 34 studies were included for systematic review with 19 studies included for the meta-analysis. The intervention condition resulted in significantly faster (Z = 4.39; standard mean difference [SMD] = 0.49; p < 0.05) COD performance compared with the control condition. Both unloaded and light loaded CA resulted in significantly greater (SMD = 0.58-0.59) COD performance compared to the control condition. Moreover, heavy loaded CA demonstrated a significant but small (SMD = 0.24) improvement in COD performance compared to the control condition. Age and study design had no effect on the overall meta-analysis outcomes. Both males and females exhibited similar moderate effects with CA but only males demonstrated significantly greater COD performance compared to control conditions. Our findings indicate that a range of CA protocols can acutely improve COD performance with unloaded and light-loaded CA resulting in the greatest performance enhancements. These findings will assist practitioners with the design and implementation of appropriate acute CA to improve COD performance.","Singh","Journal of sports sciences"
"120","doi.org/10.1519/JSC.0000000000004674","Vertical Versus Horizontal Training for Improving the Change of Direction Speed in Adult Basketball Players: A Systematic Review and Meta-analysis.","Barrera-Domínguez, FJ, Martínez-García, D, Jerez-Mayorga, D, Chirosa-Ríos, LJ, Almagro, BJ, and Molina-López, J. Vertical versus horizontal training for improving the change of direction speed in adult basketball players: a systematic review and meta-analysis. J Strength Cond Res XX(X): 000-000, 2023-The ability to perform changes of direction (COD) is a complex skill that involves the application of multiple force-orientations, and its execution at maximum speed is crucial in basketball players. The present study aimed to synthesize findings from previous interventions classified according to force-orientation (vertical, horizontal, or mixed) and determine their magnitude of the effect on COD performance in basketball players. A systematic review of the literature was performed in several databases (Web of Science, Scopus, SPORTDiscus, and PubMed) following the PRISMA statement and reviewed the quality of the included papers according to the Cochrane Collaboration Guidelines Assessment. Sixteen articles with a total of 21 reports were included to analyze the role of force-orientations in COD performance. For the meta-analysis, the standardized mean differences with 95% confidence intervals (CIs) were calculated to determine the chronic changes induced by training and performed an effect size (ES) analysis with a random-effects model. The results showed that all force-orientations generated improvements in COD performance (ES = -0.47 [95% CI -0.57, -0.36], Z = 8.74 [p < 0.01]). It was a mixed force-orientation that produced the greatest changes (ES = -0.91 [95% CI -1.27, -0.55], Z = 4.96 [p < 0.01]), followed by vertical training (ES = -0.45 [95% CI -0.70, -0.20], Z = 3.51 [p < 0.01]). Horizontal training was the least studied and showed the smallest change (ES = -0.10 [95% CI -0.14, -0.07], Z = 5,71 [p < 0.01]). This meta-analysis demonstrates that mixed vertical and horizontally oriented training may be the most optimal because it offers a greater variety of multidirectional stimuli that better prepares the athlete to deal with complex COD in real-game situations.Copyright © 2023 National Strength and Conditioning Association.","Barrera-Domínguez","Journal of strength and conditioning research"
"121","doi.org/10.1080/02640414.2023.2286748","Meta-analysis of variation in sport and exercise science: Examples of application within resistance training research.","Meta-analysis has become commonplace within sport and exercise science for synthesising and summarising empirical studies. However, most research in the field focuses upon mean effects, particularly the effects of interventions to improve outcomes such as fitness or performance. It is thought that individual responses to interventions vary considerably. Hence, interest has increased in exploring precision or personalised exercise approaches. Not only is the mean often affected by interventions, but variation may also be impacted. Exploration of variation in studies such as randomised controlled trials (RCTs) can yield insight into interindividual heterogeneity in response to interventions and help determine generalisability of effects. Yet, larger samples sizes than those used for typical mean effects are required when probing variation. Thus, in a field with small samples such as sport and exercise science, exploration of variation through a meta-analytic framework is appealing. Despite the value of embracing and exploring variation alongside mean effects in sport and exercise science, it is rarely applied to research synthesis through meta-analysis. We introduce and evaluate different effect size calculations along with models for meta-analysis of variation using relatable examples from resistance training RCTs.","Steele","Journal of sports sciences"
"122","doi.org/10.1016/j.jsams.2023.09.020","Clinical updates on the effects of high intensity interval training (HIIT) exercise in people diagnosed with cancer. A systematic review and meta-analysis.","To provide an updated critical evaluation on the effectiveness of high intensity interval training (HIIT) on health outcomes amongst cancer survivors.Systematic review and meta-analysis.A systematic search was conducted using databases CINAHL and Medline (via EBSCOhost platform), Scopus, Web of Science Core Collection, and the Cochrane Central Register of Controlled Trials. Randomised, controlled, exercise trials involving cancer survivors were eligible. Data on the effects of HIIT amongst individuals diagnosed with cancer at any stage were included. Risk of bias was assessed with the Mixed Methods Appraisal Tool (MMAT). Standardised mean differences (SMD) were calculated to compare differences between exercise and usual care. Meta-analyses (including subgroup analyses) were undertaken on the primary outcome of interest, which was aerobic fitness. Secondary outcomes were fatigue, quality of life, physical function, muscle strength, pain, anxiety, depression, upper-body strength, lower-body strength, systolic and diastolic blood pressure.Thirty-five trials from forty-seven publications were included, with intervention durations ranging between 4 and 18 weeks. Breast cancer participants were represented in the highest number of trials (n = 13, 37 %). Significant effects in favour of HIIT exercise for improving aerobic fitness, quality of life, pain and diastolic blood pressure were observed (SMD range: 0.25-0.58, all p < 0.01).Participation in HIIT exercise was associated with higher retention and improvements in aerobic fitness, quality of life, pain and diastolic blood pressure. The present results provide updated contemporary evidence for clinicians (e.g., exercise physiologists and physiotherapists) to prescribe HIIT exercise for cancer survivors to improve health before, during and following treatment.Copyright © 2023 The Authors. Published by Elsevier Ltd.. All rights reserved.","Toohey","Journal of science and medicine in sport"
"123","doi.org/10.1136/bjsports-2023-106980","Does prior concussion lead to biomechanical alterations associated with lateral ankle sprain and anterior cruciate ligament injury? A systematic review and meta-analysis.","To determine whether individuals with a prior concussion exhibit biomechanical alterations in balance, gait and jump-landing tasks with and without cognitive demands that are associated with risk of lateral ankle sprain (LAS) and anterior cruciate ligament (ACL) injury.Systematic review and meta-analysis.Five electronic databases (Web of Science, Scopus, PubMed, SPORTDiscus and CiNAHL) were searched in April 2023.Included studies involved (1) concussed participants, (2) outcome measures of spatiotemporal, kinematic or kinetic data and (3) a comparison or the data necessary to compare biomechanical variables between individuals with and without concussion history or before and after a concussion.Twenty-seven studies were included involving 1544 participants (concussion group (n=757); non-concussion group (n=787)). Individuals with a recent concussion history (within 2 months) had decreased postural stability (g=0.34, 95% CI 0.20 to 0.49, p<0.001) and slower locomotion-related performance (g=0.26, 95% CI 0.11 to 0.41, p<0.001), both of which are associated with LAS injury risk. Furthermore, alterations in frontal plane kinetics (g=0.41, 95% CI 0.03 to 0.79, p=0.033) and sagittal plane kinematics (g=0.30, 95% CI 0.11 to 0.50, p=0.002) were observed in individuals approximately 2 years following concussion, both of which are associated with ACL injury risk. The moderator analyses indicated cognitive demands (ie, working memory, inhibitory control tasks) affected frontal plane kinematics (p=0.009), but not sagittal plane kinematics and locomotion-related performance, between the concussion and non-concussion groups.Following a recent concussion, individuals display decreased postural stability and slower locomotion-related performance, both of which are associated with LAS injury risk. Moreover, individuals within 2 years following a concussion also adopt a more erect landing posture with greater knee internal adduction moment, both of which are associated with ACL injury risk. While adding cognitive demands to jump-landing tasks affected frontal plane kinematics during landing, the altered movement patterns in locomotion and sagittal plane kinematics postconcussion persisted regardless of additional cognitive demands.CRD42021248916.© Author(s) (or their employer(s)) 2023. No commercial re-use. See rights and permissions. Published by BMJ.","Chou","British journal of sports medicine"
"124","doi.org/10.1007/s40279-023-01896-z","Accuracy of Resting Metabolic Rate Prediction Equations in Athletes: A Systematic Review with Meta-analysis.","Resting metabolic rate (RMR) prediction equations are often used to calculate RMR in athletes; however, their accuracy and precision can vary greatly.The aim of this systematic review and meta-analysis was to determine which RMR prediction equations are (i) most accurate (average predicted values closest to measured values) and (ii) most precise (number of individuals within 10% of measured value).A systematic search of PubMed, CINAHL, SPORTDiscus, Embase, and Web of Science up to November 2021 was conducted.Randomised controlled trials, cross-sectional observational studies, case studies or any other study wherein RMR, measured by indirect calorimetry, was compared with RMR predicted via prediction equations in adult athletes were included.A narrative synthesis and random-effects meta-analysis (where possible) was conducted. To explore heterogeneity and factors influencing accuracy, subgroup analysis was conducted based on sex, body composition measurement method, athlete characteristics (athlete status, energy availability, body weight), and RMR measurement characteristics (adherence to best practice guidelines, test preparation and prior physical activity).Twenty-nine studies (mixed sports/disciplines n = 8, endurance n = 5, recreational exercisers n = 5, rugby n = 3, other n = 8), with a total of 1430 participants (822 F, 608 M) and 100 different RMR prediction equations were included. Eleven equations satisfied criteria for meta-analysis for accuracy. Effect sizes for accuracy ranged from 0.04 to - 1.49. Predicted RMR values did not differ significantly from measured values for five equations (Cunningham (1980), Harris-Benedict (1918), Cunningham (1991), De Lorenzo, Ten-Haaf), whereas all others significantly underestimated or overestimated RMR (p < 0.05) (Mifflin-St. Jeor, Owen, FAO/WHO/UNU, Nelson, Koehler). Of the five equations, large heterogeneity was observed for all (p < 0.05, I2 range: 80-93%) except the Ten-Haaf (p = 0.48, I2 = 0%). Significant differences between subgroups were observed for some but not all equations for sex, athlete status, fasting status prior to RMR testing, and RMR measurement methodology. Nine equations satisfied criteria for meta-analysis for precision. Of the nine equations, the Ten-Haaf was found to be the most precise, predicting 80.2% of participants to be within ± 10% of measured values with all others ranging from 40.7 to 63.7%.Many RMR prediction equations have been used in athletes, which can differ widely in accuracy and precision. While no single equation is guaranteed to be superior, the Ten-Haaf (age, weight, height) equation appears to be the most accurate and precise in most situations. Some equations are documented as consistently underperforming and should be avoided. Choosing a prediction equation based on a population of similar characteristics (physical characteristics, sex, sport, athlete status) is preferable. Caution is warranted when interpreting RMR ratio of measured to predicted values as a proxy of energy availability from a single measurement.CRD42020218212.© 2023. The Author(s).","O'Neill","Sports medicine (Auckland, N.Z.)"
"125","doi.org/10.1136/bjsports-2022-106403","Efficacy of pharmacological and non-pharmacological therapies on pain intensity and disability for plantar fasciitis: a systematic review and meta-analysis.","To investigate the effects of pharmacological and non-pharmacological therapies on pain intensity and disability for plantar fasciitis.Systematic review of randomised controlled trials (RCTs).AMED, MEDLINE, PEDro, Cochrane, SPORTDiscus, CINAHL, EMBASE and PsycINFO without language or date restrictions up to 3 February 2023.RCTs that evaluated the efficacy of any pharmacological and non-pharmacological therapies compared with control (placebo, sham, waiting list or no intervention) on pain intensity and disability in people with plantar fasciitis. Two reviewers independently screened eligible trials, extracted data, assessed the methodological quality of included trials and assessed the certainty of the evidence using the Grading of Recommendations, Assessment, Development and Evaluations framework. Mean differences (MDs) with 95% CIs were reported.Seventeen different therapies investigated in 28 trials were included in the quantitative analysis. For non-pharmacological therapies, moderate certainty evidence showed short-term effects of customised orthoses on pain intensity when compared with control (MD of -12.0 points (95% CI -17.1 to -7.0) on a 0-100 scale). Low certainty evidence showed short-term effects of taping on pain intensity (-21.3 (95% CI -38.6 to -4.0)). Long-term effects and effects on disability are still uncertain. For pharmacological therapies, low to very low quality evidence from few trials with small samples was inconclusive and supports that high-quality trials are needed.Moderate-quality and low-quality evidence demonstrates customised orthoses and taping, respectively, reduce pain intensity in the short term in patients with plantar fasciitis.CRD42021224416.© Author(s) (or their employer(s)) 2023. No commercial re-use. See rights and permissions. Published by BMJ.","Lourenço","British journal of sports medicine"
"126","doi.org/10.1007/s40279-023-01902-4","Performance Implications of Force-Vector-Specific Resistance and Plyometric Training: A Systematic Review with Meta-Analysis.","According to the principle of specific adaptations to imposed demands, training induces specific adaptations that predominantly transfer towards performance tasks of similar physiological and/or biomechanical characteristics. Functional performance improvements secondary to resistance and plyometric training have been hypothesized to be force-vector specific; however, the literature pertaining to this matter appears somewhat equivocal.The objective of the present systematic review with meta-analysis was to synthesize the available body of literature regarding the performance implications of vertically and horizontally oriented resistance- and plyometric training.The review drew from the following sources: PubMed, Web of Science, Scopus, Physiotherapy Evidence Database (PEDro), Cochrane Library, Cumulative Index of Nursing and Allied Health Literature (CINAHL), SPORTDiscus and Google Scholar.To qualify for inclusion, studies had to compare the efficacy of vertically and horizontally oriented resistance and/or plyometric training, with one or multiple outcome measures related to vertical/horizontal jumping, sprinting and/or change of direction speed (CODS).For each outcome measure, an inverse-variance random effects model was applied, with between-treatment effects quantified by the standardized mean difference (SMD) and associated 95% confidence- and prediction intervals.Between-treatment effects were of trivial magnitude for vertical jumping (SMD =  - 0.04, P = 0.69) and long-distance (≥ 20 m) sprinting (0.03, P = 0.83), whereas small to moderate effects in favor of horizontal training were observed for horizontal jumping (0.25, P = 0.07), short-distance (≤ 10 m) sprinting (0.72, P = 0.01) and CODS (0.31, P = 0.06), although only the short-distance sprint outcome reached statistical significance.In conclusion, our meta-analysis reveals a potential superiority of horizontally oriented training for horizontal jumping, short-distance sprinting and CODS, whereas vertically oriented training is equally efficacious for vertical jumping and long-distance sprinting. From an applied perspective, the present analysis provides an advanced basis for weighting of vertical and horizontal force-vector exercises as an integrated component for optimizing sport-specific performances. The present systematic review with meta-analysis was not a priori registered.© 2023. The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Junge","Sports medicine (Auckland, N.Z.)"
"127","doi.org/10.1007/s40279-023-01886-1","Associations Between Motor Competence and Physical Activity, Physical Fitness and Psychosocial Characteristics in Adolescents: A Systematic Review and Meta-analysis.","Motor competence is an integral component of the health and performance of youth. Numerous studies support the hypothesis that motor competence interacts with perceived motor competence and physical fitness during childhood to induce positive (e.g. healthy weight status) or negative (e.g. reduced physical activity engagement) trajectories. Yet, while adolescence is a key period of rapid growth and maturation, no systematic reviews and meta-analyses have examined the association between motor competence and physical activity, physical fitness and psychosocial characteristics solely within adolescents.This study aimed to (1) analyse the scientific literature evaluating associations between motor competence and physical activity, physical fitness and/or psychosocial characteristics amongst adolescents; (2) evaluate the associations between motor competence and physical activity, physical fitness characteristics and/or psychosocial characteristics amongst adolescents; and (3) investigate the impact of moderator variables (i.e., age, sex, type of motor competence assessment) on the associations.A systematic search of electronic databases was conducted, followed by a qualitative synthesis of study methods. Random-effects meta-analyses were performed to establish the magnitude and orientation of pooled correlation coefficients between motor competence and physical activity, physical fitness and psychosocial characteristics of adolescents, whilst considering potential moderators (i.e., age, sex, type of motor competence assessment).Sixty-one studies were included, totalling 22,256 adolescents. Twenty-seven different assessments of motor competence were used, with 31 studies utilising product-orientated (i.e. outcome) motor competence assessments. Meta-analyses of 43 studies showed that motor competence was positively associated with physical activity (r = 0.20 to 0.26), some physical fitness characteristics (e.g. muscular strength, cardiovascular endurance; r = 0.03 to 0.60) and psychosocial characteristics (r = 0.07 to 0.34), and inversely associated with weight status (r =  - 0.36 to - 0.10), speed (r =  - 0.31) and agility (r =  - 0.37 to 0.41). Associations with flexibility were unclear.The results of this systematic review and meta-analysis support the hypothesised interactions of motor competence with physical activity (positive), physical fitness (positive except for weight status, speed and agility) and psychosocial characteristics (positive) in adolescence. However, methodological approaches vary considerably (e.g. variety of motor competence assessments utilised), with limitations of the current literature including an inadequate assessment of motor competence, a lack of longitudinal observations and a failure to account for biological maturation. Future research assessing associations between motor competence and physical activity, physical fitness and psychosocial characteristics of adolescents should include longitudinal observations of a combined motor competence assessment (i.e. process and product) and account for biological maturation. Improved evaluation using these recommendations could provide more accurate data, leading to more targeted interventions to improve adolescents' physical and psychosocial outcomes.CRD42021233441 (PROSPERO ID).© 2023. The Author(s).","Burton","Sports medicine (Auckland, N.Z.)"
"128","doi.org/10.1136/bjsports-2022-106409","Optimal dose and type of physical activity to improve functional capacity and minimise adverse events in acutely hospitalised older adults: a systematic review with dose-response network meta-analysis of randomised controlled trials.","To identify the optimal dose and type of physical activity to improve functional capacity and reduce adverse events in acutely hospitalised older adults.Systematic review and Bayesian model-based network meta-analysis.Four databases were searched from inception to 20 June 2022.Randomised controlled trials that assessed the effectiveness of a physical activity-based intervention on at least one functional outcome in people aged ≥50 years hospitalised due to an acute medical condition were included. Pooled effect estimates (ie, standardised mean differences for functional capacity and the ratio of means for adverse events) were calculated using random treatment effects network meta-analysis models.Nineteen studies (3842 participants) met the inclusion criteria. Approximately 100 Metabolic Equivalents of Task per day (METs-min/day) (~40 min/day of light effort or ~25 min/day of moderate effort activities) was the minimal dose to improve the functional capacity of acute hospitalised older adults (standardised mean difference (SMD)=0.28, 95% credible interval (CrI) 0.01 to 0.55). The optimal dose was estimated at 159 METs-min/day (~70 min/day of light effort or ~40 min/day of moderate effort activities; SMD=0.41, 95% CrI 0.08 to 0.72). Ambulation was deemed the most efficient intervention, and the optimal dose was reached at 143 METs-min/day (~50 min/day of slow-paced walking; SMD=0.76, 95% CrI 0.35 to 1.16), showing a high evidential power (87.68%). The minimal effective ambulation dose was estimated at 74 METs-min/day (~25 min/day of slow-paced walking; SMD=0.25, 95% CrI 0.01 to 0.41). Physical activity interventions resulted in a decrease in the rate of adverse events compared with usual care at discharge (ratio of means=0.96, 95% CrI 0.95 to 0.97; median time 7 days).This meta-analysis yielded low to moderate evidence supporting the use of in-hospital supervised physical activity programmes in acutely hospitalised older adults. As little as ~25 min/day of slow-paced walking is sufficient to improve functional capacity and minimise adverse events in this population.PROSPERO CRD42021271999.© Author(s) (or their employer(s)) 2023. No commercial re-use. See rights and permissions. Published by BMJ.","Gallardo-Gómez","British journal of sports medicine"
"129","doi.org/10.1519/JSC.0000000000004490","Intentionally Slow Concentric Velocity Resistance Exercise and Strength Adaptations: A Meta-Analysis.","Hermes, MJ and Fry, AC. Intentionally slow concentric velocity resistance exercise and strength adaptations: a meta-analysis. J Strength Cond Res 37(8): e470-e484, 2023-Intentionally slow-velocity resistance exercise (ISVRE) is suggested by some to be equally or more effective than fast or traditional velocities for increasing muscular strength. The purpose of this meta-analysis was to assess the effect ISVRE has on strength adaptations compared with faster or traditional velocities, with subgroup analyses exploring age, sex, and training status as confounding factors on the influence of velocity on strength adaptation. Eligible studies (n = 24) were required to be chronic (multiple weeks) randomized or nonrandomized comparative studies using dynamic constant external resistance for training and testing, and pre-post strength assessments. All studies examined healthy individuals (n = 625; fast or traditional n = 306, intentionally slow n = 319). A random-effects meta-analysis indicated a significant (p ≤ 0.05) effect in favor of fast training (effect size [ES] = 0.21, 95% confidence interval [CI] = 0.02-0.41, p = 0.03). Publication bias was noted through trim and fill analysis, with an adjusted effect size estimate of 0.32 (p < 0.001). Subgroup analyses indicated no difference between trained and untrained subjects (QM = 0.01, p = 0.93), and no difference between older and younger subgroups (QM = 0.09, p = 0.77), despite younger favoring faster (ES = 0.23, p = 0.049) and older not favoring either velocity (ES = 0.16, p = 0.46). Subgroup analysis also indicated women favored faster training (ES = 0.95, p < 0.001) in comparison to men (ES = 0.08, p = 0.58). Contrary to some previous reviews, these results indicate that chronic fast or traditional velocity resistance exercise increases muscular strength to a greater degree than ISVRE training. Resistance training velocity must be considered if strength is a desired outcome.Copyright © 2023 National Strength and Conditioning Association.","Hermes","Journal of strength and conditioning research"
